emp_no,first_name,last_name,title,from_date,salary
243316,Brendon,Talmon,72420,1985-09-22,72420
243508,Dhritiman,Sinitsyn,78786,1989-02-09,78786
243608,Rajmohan,Porotnikoff,42539,1990-03-20,42539
243510,Paraskevi,Detkin,40000,1988-08-21,40000
243516,Ohad,Siochi,50686,1991-07-24,50686
243535,Chinhyun,Chorvat,69339,1990-08-02,69339
243537,Jingling,Pardalos,99271,1987-11-21,99271
243538,Arvin,Champarnaud,60775,1989-01-11,60775
243540,Kish,Larfeldt,40000,1993-05-18,40000
243636,Tamiya,Sudkamp,40000,1994-05-08,40000
243561,Sergi,Sichman,40000,1988-01-01,40000
243564,Aran,Schiper,56660,1987-02-27,56660
243565,Nigel,Veeraraghavan,40000,1991-12-20,40000
243569,Mitchel,Ravishankar,67150,1986-10-11,67150
243571,Zeljko,Kulisch,44301,1990-07-19,44301
243578,Ymte,Klassen,40000,1988-05-04,40000
243639,Sreekrishna,Smeets,42592,1985-02-26,42592
243589,Rasiah,Walstra,40000,1989-01-24,40000
243589,Rasiah,Walstra,40000,1990-02-02,40000
243592,Radhia,Frolund,59404,1994-04-02,59404
243677,Odoardo,Baezner,62631,1994-08-30,62631
243689,Koichi,Neiman,65917,1988-12-28,65917
243694,Niclas,Businaro,40000,1987-09-27,40000
243694,Niclas,Businaro,40000,1991-07-16,40000
243762,Hidde,Kalsbeek,45038,1988-10-06,45038
243766,Xinyu,Oppitz,50444,1995-11-22,50444
243695,Harngdar,Stasinski,58833,1987-01-19,58833
243770,Baoqiu,Schlenzig,49168,1991-02-28,49168
243715,Baziley,Gewali,40000,1990-04-20,40000
243785,Takahiro,Veldwijk,96006,1991-06-27,96006
243793,Willard,Felder,78332,1985-02-23,78332
243799,Kiam,Chaudhury,80546,1985-03-10,80546
243716,Abdulah,Denos,44261,1993-05-15,44261
243799,Kiam,Chaudhury,80546,1998-11-19,80546
243804,Xianlong,Salinas,64903,1987-09-15,64903
243743,Adam,Cyre,40000,1986-08-24,40000
243805,Ramzi,Vecchi,40000,1985-03-20,40000
243810,Kwan,Merel,40000,1985-08-25,40000
243811,Heather,Openshaw,40000,1985-04-25,40000
243815,Zengping,Improta,46326,1996-04-04,46326
243817,Valeska,Spelt,40000,1986-08-15,40000
243820,Chiranjit,Akaboshi,59961,1985-04-17,59961
243829,Seongbae,Thiria,63406,1995-11-07,63406
243838,Hailing,Selenyi,40000,1985-07-17,40000
243840,Jiang,Lakshmanan,40000,1987-04-17,40000
243845,Selwyn,Larfeldt,89464,1994-11-04,89464
243845,Selwyn,Larfeldt,89464,2002-05-04,89464
243861,Dipayan,Cannane,40000,1985-12-10,40000
243877,Make,Kolvik,40000,1987-12-20,40000
243885,Kirk,Bernardeschi,80896,1992-01-26,80896
244065,Rutger,Georg,40000,1994-12-10,40000
243891,Shan,Rodite,45995,1988-03-30,45995
243895,Pranas,Serra,40000,1987-04-19,40000
243895,Pranas,Serra,40000,1994-10-13,40000
243917,Gill,Remmers,43336,1987-10-04,43336
243923,Owen,Akiyama,40000,1998-04-07,40000
243931,Sanjit,Miara,75181,1990-03-29,75181
243932,Divier,Castellani,46119,1989-09-09,46119
243933,Stepehn,Kabayashi,40000,1985-04-06,40000
244072,Chiranjit,Demke,73795,1988-10-19,73795
243948,Macha,Ducloy,48062,1986-05-11,48062
244078,Gurbir,Alblas,57846,1988-03-03,57846
243950,Lidong,Argence,40000,1991-02-21,40000
244078,Gurbir,Alblas,57846,1999-04-23,57846
243958,Dipayan,Leuchs,40000,1991-09-08,40000
244086,Nitsan,Hiroyama,40000,1986-06-19,40000
244094,Giordano,Ponthieu,44544,1988-05-02,44544
243981,Dipankar,Encarnacion,41386,1988-11-09,41386
244113,Navin,Terwilliger,48992,1988-08-29,48992
243987,Genki,Gyorkos,40000,1985-03-30,40000
244117,Dung,Chiodo,48524,1988-10-23,48524
244019,Syozo,Fujisaki,40000,1998-06-21,40000
244019,Syozo,Fujisaki,40000,1986-02-21,40000
244021,Sungwon,Taubenfeld,73689,1992-01-24,73689
244117,Dung,Chiodo,48524,1999-01-09,48524
244130,Mingzeng,Swab,55545,1995-12-29,55545
244148,Chikako,Heusch,75530,1988-03-28,75530
244323,Zhongwei,Emmerich,97456,1987-08-08,97456
244172,Karoline,Thibadeau,49159,1996-02-28,49159
244177,Tzu,Champarnaud,54939,1998-06-27,54939
244187,Gregory,Peng,63627,1988-06-22,63627
244188,Yuping,Lanteri,92497,1999-10-17,92497
244196,Leon,Flowers,75662,1987-11-17,75662
244204,Masato,Prenel,40000,1985-02-03,40000
244205,Conor,Hofting,40000,1986-07-03,40000
244329,Nobuyoshi,Stentiford,82706,1986-04-25,82706
244229,Kristina,Melichar,40000,1985-05-06,40000
244338,Chuanti,Swick,40000,1987-06-08,40000
244249,Yifei,Schach,40078,1996-04-20,40078
244252,Jeane,Sankaranarayanan,64282,1985-07-06,64282
244341,Frazer,Muchinsky,58247,1992-06-20,58247
244260,Sangeeta,Mandelberg,76062,1985-07-21,76062
244269,Eldridge,Lortz,71010,1987-10-23,71010
244359,Maria,McAffer,47458,1989-06-24,47458
244271,Shawna,Sundgren,45977,1997-05-01,45977
244273,Fei,Raoux,40000,1987-10-03,40000
244279,DeForest,Claffy,50901,1985-05-31,50901
244280,Miyeon,Jiang,48725,1998-01-07,48725
244283,Inderjeet,Manderick,93563,1991-10-19,93563
244283,Inderjeet,Manderick,93563,1987-04-14,93563
244286,Manohar,Pettit,56266,1985-05-03,56266
244359,Maria,McAffer,47458,1996-04-14,47458
244292,Khedija,Anick,41171,1987-10-06,41171
244360,Mountaz,Swiler,56531,1989-10-27,56531
244361,Shuzo,Flasterstein,40000,1988-11-30,40000
244366,Carrsten,Carrera,69514,1996-07-04,69514
244369,Teiji,Penttonen,57758,1988-12-17,57758
244369,Teiji,Penttonen,57758,1993-06-21,57758
244395,Oldrich,McConalogue,59806,1993-08-14,59806
244402,Xinan,Godskesen,57608,1987-04-21,57608
244454,Akeno,Morrow,41628,1987-09-24,41628
244454,Akeno,Morrow,41628,1985-10-26,41628
244457,Nobuyoshi,Gargeya,41291,1987-12-14,41291
244437,Yinlin,Rikino,40000,1986-06-07,40000
244462,Rafael,Heystek,42562,1989-11-23,42562
244603,Yuichiro,Naudin,46489,1985-04-06,46489
244524,Mabhin,Monarch,40000,1991-06-30,40000
244539,Aloys,Jumpertz,57092,1988-04-18,57092
244541,Djenana,Zedlitz,48285,1987-05-19,48285
244607,Manton,Fetvedt,40000,1988-11-14,40000
244566,Jacopo,Soloway,45071,1988-11-24,45071
244611,Rosine,Stranks,48185,1985-02-21,48185
244614,Vasilis,Matzel,40000,1989-12-14,40000
244579,Sasan,Zhiwei,49651,1994-11-07,49651
244619,Suvo,Sabnani,50998,1991-08-18,50998
244590,Takanari,Azadmanesh,40000,1988-06-04,40000
244591,Akemi,Sambasivam,40000,1985-06-19,40000
244630,Supot,Range,40000,1986-11-15,40000
244638,Takahira,Ghazalie,40000,1985-05-30,40000
244654,Suzette,Katiyar,55724,1990-04-22,55724
244661,Idoia,Parfitt,47970,1999-10-02,47970
244746,Arvin,Chaudhuri,40000,1988-12-14,40000
244661,Idoia,Parfitt,47970,2000-03-19,47970
244750,Gaurav,Kamble,40000,1988-10-17,40000
244753,Xumin,Lanteri,54257,1986-07-17,54257
244662,Oddvar,Falco,40000,1997-10-24,40000
244664,Hatim,Sgarro,40000,1986-10-17,40000
244766,Taizo,Kaltofen,56008,1988-05-19,56008
244766,Taizo,Kaltofen,56008,1989-02-15,56008
244773,Mingdong,Zaiane,40000,1993-12-27,40000
244671,Chanjung,Staudhammer,44003,1988-09-29,44003
244780,Domenico,Itzfeldt,67177,1998-11-01,67177
244783,Roddy,Pollock,54666,1997-08-11,54666
244784,Aris,Matzen,72321,1998-03-29,72321
244787,Rosalyn,Talmor,85669,1989-02-08,85669
244671,Chanjung,Staudhammer,44003,1996-12-02,44003
244791,Kauko,Olivero,102160,1995-01-25,102160
244673,Kokou,Antonakopoulos,40000,1990-05-31,40000
244675,Aloys,Barreiro,43003,1995-09-18,43003
244677,Gift,Ruther,47466,1986-09-11,47466
244813,Rimli,Poupard,40000,1997-12-09,40000
244815,Remko,Streit,40000,1999-01-26,40000
244686,Utz,Pietrzykowski,40532,1995-10-02,40532
244705,Maha,Guerreiro,49654,1988-08-12,49654
244836,Tianruo,Cairo,47409,1995-03-21,47409
244709,Masato,Wendorf,51705,1999-05-26,51705
244860,Florina,Salverda,40000,1987-07-29,40000
244731,Paloma,Krichel,48745,1997-06-25,48745
244863,Mohit,Peres,40000,1996-05-03,40000
244863,Mohit,Peres,40000,1986-11-09,40000
244877,Jinxi,Montemayor,49491,1987-08-09,49491
244896,Etsuo,Angiulli,70927,1988-03-16,70927
244911,Xudong,Sanella,88769,1996-01-20,88769
244921,Tru,Berendt,40986,1998-01-09,40986
245022,Gen,Xiaoshan,90377,1986-09-30,90377
244946,Abdelghani,Lubachevsky,40000,1985-10-04,40000
244948,Marsha,Masand,61677,1991-06-05,61677
244948,Marsha,Masand,61677,1994-09-29,61677
244958,Maja,Merks,40000,1986-02-14,40000
244964,Aram,Hasenauer,72033,1992-02-15,72033
245051,Taiji,Slaats,62648,1985-09-19,62648
244982,Sajjad,Wolniewicz,47410,1989-10-20,47410
244994,Mingsen,Lambe,45369,1985-03-28,45369
245052,Martina,Gruenwald,83740,1987-03-30,83740
245010,Xiaoheng,Kabayashi,40000,1994-04-20,40000
245056,Guoxiang,Leslie,77290,1996-01-30,77290
245062,Jayesh,Cyne,43276,1987-06-14,43276
245064,Achilleas,Dayana,40000,1988-09-26,40000
245065,Ioana,Rosar,68279,1993-06-26,68279
245065,Ioana,Rosar,68279,1988-04-14,68279
245080,Mari,Herber,50059,1987-12-10,50059
245096,Xiadong,Azumi,68648,1988-12-24,68648
245180,Zorica,Hoppenstand,59443,1987-04-11,59443
245182,Arup,Perfilyeva,40000,1994-04-04,40000
245186,Marlo,Trelles,75488,1985-03-07,75488
245112,Val,Naudin,50285,1987-09-10,50285
245196,Randi,Chartres,69757,1988-09-06,69757
245202,Toshimori,Munro,40000,1990-07-30,40000
245203,Kenroku,Hiroyama,47801,1997-11-13,47801
245114,Matt,Demeyer,62314,1985-05-23,62314
245132,Gaetan,Hiroyama,54114,1987-02-26,54114
245306,Huai,Yoshimura,40000,1992-03-16,40000
245252,Phuoc,Brizzi,40000,1988-12-23,40000
245257,Bernardo,Schiper,40000,1985-05-20,40000
245258,Arra,Erol,60118,1985-04-15,60118
245264,Make,Streng,71189,1993-02-22,71189
245264,Make,Streng,71189,1998-08-19,71189
245268,Billie,Caine,42126,1995-02-04,42126
245273,Tianruo,Encarnacion,44102,1997-02-04,44102
245282,Tokuyasu,Szemeredi,40000,1988-06-05,40000
245284,Elliott,Maliniak,47695,1993-03-12,47695
245290,Guther,Hofmeyr,55879,1986-10-13,55879
245291,Sachem,Srimani,47210,1988-01-29,47210
245293,Heping,Segond,42463,2000-06-15,42463
245293,Heping,Segond,42463,1988-04-27,42463
245313,Kwangjo,Crouzet,68096,1986-01-16,68096
245320,Yishay,Hanabata,40824,1991-08-04,40824
245338,Faiza,Piazza,41300,1985-09-18,41300
245338,Faiza,Piazza,41300,1991-06-06,41300
245349,Xiaocheng,Falck,47411,1987-01-02,47411
245463,Chenye,Rajcani,59781,1986-07-15,59781
245474,Brewster,Matheson,40000,1988-01-01,40000
245350,Tadanori,Greibach,42504,1986-12-15,42504
245352,Randi,Mattern,87975,1986-05-08,87975
245491,Tzu,Krychniak,40000,1991-10-11,40000
245362,Owen,Klassen,62577,1993-04-07,62577
245493,Mechthild,Kirkerud,48954,1988-12-04,48954
245503,Lakshmi,Narahara,50226,1991-10-25,50226
245363,Ewing,Pollock,40000,1985-08-07,40000
245366,Sachar,Rodier,52967,1985-07-08,52967
245517,Keiichiro,Koshiba,49841,1985-10-03,49841
245366,Sachar,Rodier,52967,2002-04-07,52967
245373,Sivanarayana,Spell,44907,1987-09-19,44907
245527,Falguni,Nourani,47425,1985-03-27,47425
245528,Kristinn,Baumann,67161,1995-09-07,67161
245530,Mayuko,Poulakidas,40000,1987-08-25,40000
245535,Xinan,Reeken,40000,1985-09-17,40000
245381,Krister,Cromarty,44805,1988-12-09,44805
245537,Uri,Broomell,40000,1985-02-11,40000
245540,Oscal,Bresenham,40000,1986-05-22,40000
245385,Arvind,Michaeli,40000,1988-09-27,40000
245398,Kazuhisa,Berstel,47502,1997-03-04,47502
245561,Peternela,Bottner,51993,1988-10-22,51993
245565,Basant,Yeung,73446,1986-03-29,73446
245567,Khaled,Anguita,85851,1987-09-09,85851
245415,Kasidit,Leuchs,55769,1985-11-18,55769
245580,Mohamadou,Kossowski,40000,1985-05-01,40000
245585,Shrikanth,Bellmore,72143,1985-10-28,72143
245425,Licheng,Schieder,60310,1995-06-23,60310
245430,Roselyn,Granlund,40000,1995-05-18,40000
245434,Narain,Gulla,52082,1985-07-14,52082
245590,Doowon,Honglei,40000,1988-04-03,40000
245444,Moie,Mattern,68157,1985-08-28,68157
245593,Shigeu,Perez,75312,1989-12-26,75312
245598,Takanari,Remmers,54900,1987-06-22,54900
245740,Arun,Pelz,40000,1990-09-11,40000
245611,Arup,Randi,70881,1985-07-02,70881
245622,Sergi,Pellegrinelli,40000,1985-05-23,40000
245634,Berry,Hatcliff,52121,1986-03-07,52121
245642,Kiyokazu,Sommer,67047,1987-10-13,67047
245645,Guttorm,Decaestecker,40000,1986-11-29,40000
245742,Ohad,Lampe,57783,1988-12-19,57783
245653,Padma,Brlek,40000,1986-06-15,40000
245756,Munenori,Nitto,67654,1988-12-29,67654
245756,Munenori,Nitto,67654,1991-11-21,67654
245771,Fox,Murtafg,40000,1988-05-31,40000
245688,Mrinalini,Ambroszkiewicz,49561,1985-12-10,49561
245777,Randi,Bultermann,40000,1987-04-30,40000
245790,Yongmao,Alblas,57246,1985-12-26,57246
245717,Chinya,Nergos,41074,1985-04-07,41074
245719,Ayonca,Lowrie,58905,1986-06-13,58905
245815,Sahrah,Swick,40000,1995-04-15,40000
245815,Sahrah,Swick,40000,1995-06-17,40000
245829,Valter,McConalogue,40000,1987-04-14,40000
245880,Valdiodio,Giveon,72013,1997-04-18,72013
245833,Francesca,Fontan,40000,1987-01-19,40000
245886,Frederique,Herath,49132,1999-06-15,49132
245889,Mohamadou,Cappelli,40000,1990-06-17,40000
245833,Francesca,Fontan,40000,1997-03-26,40000
245835,Peternela,Back,65441,1986-05-05,65441
245902,Mizuhito,Rajaraman,40000,1988-12-18,40000
245837,Poorav,Kermarrec,40000,1989-10-01,40000
245840,Shan,Beznosov,68335,1987-04-16,68335
245914,Shim,Swick,42005,1986-08-19,42005
245920,Baoqiu,Nishimukai,44276,1986-11-29,44276
246038,Herbert,Pettit,48906,1986-08-01,48906
245927,Udo,Orlowski,41793,1985-09-28,41793
245953,Xiaoqiang,Azuma,40000,1986-08-23,40000
245969,Akhilish,Kushner,72956,1995-04-05,72956
245986,Reinhard,Gargeya,58471,1986-08-05,58471
245997,Zhongwei,Rusterholz,51278,1991-09-25,51278
245998,Suvo,Deville,58221,1988-12-13,58221
246005,Marke,Hanratty,78790,1987-04-15,78790
246012,Moie,Rusmann,62161,1986-03-28,62161
246039,Weicheng,Osgood,50446,1989-10-19,50446
246041,Maria,Bahl,48832,1985-03-03,48832
246160,Bilhanan,McFarlin,52282,1988-09-13,52282
246165,Hironobu,Spinelli,51826,1987-02-23,51826
246170,Shugo,Zirintsis,67552,1985-02-27,67552
246182,Jahangir,Heydon,43952,1994-03-03,43952
246198,Aruna,Spataro,47276,1991-12-17,47276
246207,Sumali,Piazza,62025,1998-05-20,62025
246050,Douadi,Valiente,40000,1995-10-12,40000
246215,Seshu,Anger,40000,1987-10-23,40000
246224,Kenton,Griswold,51921,1985-04-12,51921
246225,Reuven,Birjandi,47474,1997-05-19,47474
246061,Jaana,Ramsey,55297,1988-05-10,55297
246236,Muzhong,Sudkamp,71936,1988-11-10,71936
246240,Gian,Polajnar,45920,1993-04-19,45920
246062,Divier,Codenie,40000,1998-06-27,40000
246249,Jamaludin,Remmele,60760,1999-07-01,60760
246062,Divier,Codenie,40000,1992-10-20,40000
246253,Neven,Jansen,43176,1991-03-25,43176
246071,Ortrud,Ramras,81987,1985-12-05,81987
246073,Karoline,Pietrzykowski,40000,1987-07-29,40000
246273,Uwe,Poulakidas,54720,1986-03-05,54720
246077,Berni,Fordan,40000,1988-04-16,40000
246089,Hironobu,Otillio,51607,1987-11-06,51607
246289,Owen,Polupanov,40000,1987-09-05,40000
246295,Kwangyoen,Asmuth,52741,1995-09-15,52741
246093,Munehiko,Conti,40000,1987-04-08,40000
246100,Barry,Weedman,40000,1992-04-27,40000
246101,Karoline,Sherertz,59782,1987-03-23,59782
246103,Muneo,Chinal,49045,1986-03-11,49045
246114,Oscar,Kabayashi,65178,1986-03-26,65178
246320,Michaela,Bage,40000,1995-09-03,40000
246322,Kazuhito,Staudhammer,40000,1996-04-23,40000
246134,Nobuyoshi,Belinskaya,55929,1987-05-10,55929
246356,Koldo,Pagter,43067,1988-03-23,43067
246140,Duangkaew,Zschoche,85500,1987-02-18,85500
246149,Guangming,Fargier,50136,1988-07-10,50136
246381,Feiyu,Peha,66768,1987-03-06,66768
246383,Mart,Radivojevic,40000,1988-04-21,40000
246155,Phillip,Peak,69432,1991-03-12,69432
246392,Toshimo,Tyugu,60420,1990-01-17,60420
246395,Vasilii,Schwabacher,40000,1994-10-10,40000
246157,Saddek,Ohori,40047,1995-02-05,40047
246446,Arlette,Molenkamp,40000,1998-03-29,40000
246428,Kwangjo,Velasco,84867,1986-03-31,84867
246435,Becky,Merkl,40093,1990-11-19,40093
246437,Michaela,Badache,44705,1988-12-02,44705
246437,Michaela,Badache,44705,1993-09-19,44705
246446,Arlette,Molenkamp,40000,1996-12-23,40000
246467,Adel,Nations,56408,1985-09-20,56408
246482,Tsutomu,Journel,53310,1993-01-22,53310
246490,Ohad,Farris,50716,1985-06-16,50716
246590,Vesna,Panwar,40000,1998-01-25,40000
246600,Visit,Chachaty,46944,1988-12-24,46944
246498,Matt,Herber,51937,1988-11-16,51937
246505,Hugo,Byoun,56450,1993-01-10,56450
246622,Shigeu,Valette,40000,1986-05-06,40000
246630,Adib,Markovitch,69702,1992-07-07,69702
246630,Adib,Markovitch,69702,1999-07-22,69702
246510,Chinho,Zedlitz,42650,1999-12-27,42650
246639,Sergi,Schiettecatte,43451,1992-12-03,43451
246639,Sergi,Schiettecatte,43451,1990-04-14,43451
246511,Kokou,Pelz,41462,1994-08-29,41462
246511,Kokou,Pelz,41462,2002-07-03,41462
246647,Poorav,Cochrane,40000,1996-01-17,40000
246513,Magy,Parhami,40000,1987-04-29,40000
246651,Mohammed,Heemskerk,56221,1986-12-16,56221
246522,Toshimi,Ramras,56544,1991-08-04,56544
246658,Hatim,Nitsche,40000,1985-06-21,40000
246545,Honesty,Benantar,47605,1987-10-08,47605
246677,Marlo,Stellhorn,60645,1999-02-06,60645
246692,Lansing,Conti,75889,1993-02-01,75889
246700,Bodh,Cools,51502,1987-01-18,51502
246549,Kwok,Picel,40000,1992-02-05,40000
246709,Pohua,Sundgren,51883,1995-07-05,51883
246556,Hairong,Axelband,80933,1985-12-12,80933
246717,Sham,Benzmuller,74346,1986-02-20,74346
246720,Sreekrishna,Quaggetto,44891,1986-03-03,44891
246722,Jouni,Heemskerk,51488,2001-12-27,51488
246722,Jouni,Heemskerk,51488,1999-04-13,51488
246559,Gian,Rissanen,102936,1993-09-29,102936
246566,Heekeun,Eickenmeyer,40000,1988-02-14,40000
246568,Tianruo,Dymetman,47539,1987-05-08,47539
246571,Kristof,Leuchs,54869,1987-08-25,54869
246873,Shaz,Vilarrasa,51585,1997-11-09,51585
246739,Takahito,Llado,59226,1986-05-02,59226
246743,Zhonghua,Bridgland,40000,1985-03-21,40000
246756,Suvo,Schwartzburd,89251,1988-05-18,89251
246765,Oguz,Osgood,43510,1988-04-08,43510
246881,Atreyi,Karcich,63585,1985-04-10,63585
246775,Jixiang,Kamber,75809,1988-08-31,75809
246782,Torsten,Hettesheimer,40000,1998-05-27,40000
246783,Sariel,Garigliano,40000,1987-07-14,40000
246901,Khue,Heinisuo,42847,1988-05-24,42847
246794,Marlo,Rebaine,48232,1986-10-29,48232
246904,Carrsten,Armand,66527,1995-05-02,66527
246812,Goa,Jonsson,55097,1992-01-01,55097
246915,Masamitsu,Pollock,40000,1985-07-23,40000
246817,Taegyun,Czaja,66343,1988-09-26,66343
246817,Taegyun,Czaja,66343,1986-12-11,66343
246919,Menkae,Perin,107316,1988-05-13,107316
246834,Gladys,Dusink,40000,1986-04-23,40000
246839,Zhanqiu,Yoshimura,52341,1987-07-24,52341
246930,Kitty,Anguita,67266,1986-06-14,67266
246851,Isamu,Farris,51836,1999-01-01,51836
246854,Roddy,Gips,46342,1998-02-06,46342
246858,Dannz,Swist,40000,1986-06-18,40000
246947,Arvind,Montemayor,43073,2001-10-05,43073
246866,Huican,Carrera,59700,1988-12-20,59700
246947,Arvind,Montemayor,43073,1999-07-12,43073
246957,Juichirou,Gini,46708,1997-04-04,46708
246959,Tomoyuki,Lindenbaum,51849,1987-01-17,51849
246979,Youjian,Wuwongse,66557,1988-06-05,66557
246984,Taizo,Fraisse,40000,1993-09-15,40000
246997,Jaewon,Aloia,40000,1985-06-15,40000
247168,Taisook,Barriga,47569,1993-09-21,47569
247055,Fan,Peris,52756,1986-04-18,52756
247056,Syozo,Figueira,72384,1988-04-29,72384
247060,Pranay,Bamford,40000,1986-01-03,40000
247065,Shakhar,Zedlitz,87808,1986-01-08,87808
247084,Collette,Yurek,40000,1986-11-28,40000
247086,Boaz,Mundy,53028,1998-11-02,53028
247104,Jinya,Schnelling,46014,1985-09-20,46014
247170,Wonhee,Lanteri,40000,1994-05-15,40000
247116,Adil,Lambe,40000,1989-09-04,40000
247118,Khaled,Panwar,44592,1990-06-03,44592
247185,Yishai,Stifter,54430,1998-06-23,54430
247135,Yaghout,Bage,44320,1996-05-07,44320
247135,Yaghout,Bage,44320,1995-03-26,44320
247299,Yinlin,Whitcomb,40313,1987-07-15,40313
247299,Yinlin,Whitcomb,40313,1988-02-02,40313
247306,Berry,Rosaz,40000,1995-06-09,40000
247311,Pranay,Bolsens,40000,1985-03-20,40000
247315,Fei,Lorho,55144,1988-08-06,55144
247318,Sarita,Baek,64082,1986-12-19,64082
247323,Shaz,Godskesen,46312,1993-04-07,46312
247332,Hugo,Gerlach,43849,1999-12-08,43849
247335,Dante,Bottner,70959,1989-11-07,70959
247338,Giri,Pardalos,50605,1987-06-05,50605
247377,Yurij,Bondorf,44802,1988-05-01,44802
247400,Huei,Chappelet,40000,1985-04-22,40000
247401,Sudharsan,Iivonen,49364,1987-07-22,49364
247408,Aamod,Perez,54944,1987-11-06,54944
247410,Arif,Spataro,55660,2000-01-29,55660
247411,Anyuan,Hedayat,67972,1985-02-14,67972
247412,Jaihie,Brodie,51201,1988-08-25,51201
247427,Uinam,Schaaf,55784,1995-07-14,55784
247185,Yishai,Stifter,54430,1999-11-10,54430
247198,Conrado,Zultner,48391,1995-01-25,48391
247206,Jordanka,Ishibashi,70886,1985-12-24,70886
247442,Mantis,Fordan,40000,1988-04-20,40000
247442,Mantis,Fordan,40000,1994-06-22,40000
247210,Guoxiang,Kuzuoka,49246,1988-01-21,49246
247449,Anneli,Percebois,40000,1996-06-07,40000
247453,Khoa,Flasterstein,71454,1988-07-26,71454
247216,Georg,Bazzichi,40000,1996-09-11,40000
247458,Minghong,Monkewich,40000,1994-04-23,40000
247220,Aimee,Miyakawa,72579,1998-12-18,72579
247232,Mariangiola,Mandelberg,40000,1986-02-08,40000
247472,Mayuko,Rossi,46274,1986-08-03,46274
247477,Alenka,Kropp,101744,1988-03-07,101744
247485,Mrinalini,Luby,56637,1989-11-08,56637
247256,Patricio,Reutenauer,102719,1987-02-24,102719
247502,Yinlin,Iivonen,88889,1985-08-10,88889
247284,Gina,Otillio,58804,1988-07-12,58804
247518,Yefim,Siprelle,56006,1986-05-16,56006
247518,Yefim,Siprelle,56006,1997-04-03,56006
247537,Muzhong,Eldridge,47016,1988-01-28,47016
247538,Fatemeh,Verspoor,70226,1988-08-13,70226
247540,Parviz,Murthy,81111,1998-02-19,81111
247540,Parviz,Murthy,81111,2001-07-07,81111
247577,Yuqun,Pileggi,59459,1990-11-05,59459
247559,Yechezkel,Szilard,70081,1993-11-21,70081
247577,Yuqun,Pileggi,59459,1987-12-01,59459
247590,Venkatesan,Chinen,43530,1987-07-12,43530
247594,Paraskevi,Showalter,47190,1995-09-22,47190
247634,Shiv,Axelband,40000,1997-02-01,40000
247722,Roselyn,Molenkamp,40000,1999-03-18,40000
247729,Filipp,Morris,51795,1986-12-04,51795
247729,Filipp,Morris,51795,1997-08-14,51795
247731,Khatoun,Kopetz,40000,1997-06-22,40000
247645,Feiyu,Sundgren,40000,1998-05-22,40000
247761,Kazunori,Bresenham,46434,1996-09-18,46434
247763,Remzi,Cincotta,55402,1988-03-03,55402
247667,Pranjal,Egerstedt,58836,1986-09-06,58836
247769,Vugranam,Melton,40000,1993-06-29,40000
247774,Pranay,Jeansoulin,69832,1985-02-06,69832
247777,Shen,Herath,40000,1987-06-24,40000
247784,Ortrud,Kaelbling,45089,1994-05-27,45089
247790,Goo,Apsitis,60397,1988-11-15,60397
247677,Weidon,Kavvadias,44528,1985-10-03,44528
247807,Aemilian,Azumi,40000,1985-12-28,40000
247808,Sadun,Mitina,40000,1995-05-04,40000
247678,Vugranam,Khalid,45231,1985-08-11,45231
247817,Chaoyi,Morrow,55393,1987-01-03,55393
247681,Alejandra,Muniz,40000,1988-09-05,40000
247826,Xiaoheng,Kopetz,40000,1986-09-16,40000
247827,Arif,Lund,82733,1994-03-17,82733
247689,Gennadi,Fadgyas,43909,1985-08-28,43909
247702,Elzbieta,Vidal,40000,1991-02-12,40000
247855,Shao,Yamaashi,53566,1987-03-08,53566
247706,Goa,Sethi,52775,1986-05-23,52775
247858,Conor,Fritzsche,70843,1989-01-19,70843
247860,Inderjeet,Ruther,68643,1988-01-24,68643
247714,Vivian,Swist,80889,1991-03-14,80889
247715,Harjit,Scharstein,81381,1988-04-18,81381
248012,Shirish,Menhoudj,40000,1986-05-01,40000
247863,Pranav,Bugaenko,40000,1985-05-18,40000
247872,Ger,Imataki,71823,1987-06-06,71823
247876,Felicidad,Beetstra,58680,1989-07-28,58680
247877,Amabile,Jarecki,49858,1995-09-12,49858
248019,Adel,McDermid,44341,1994-02-25,44341
247878,Doohun,Peha,54955,1993-01-03,54955
247880,Saniya,Oxenboll,66704,1997-08-04,66704
247887,Ashish,Preusig,91473,1987-04-07,91473
248023,Sverrir,Badache,45706,1989-12-29,45706
247898,Karoline,Krohn,41154,1988-11-24,41154
248035,Chikako,Maraist,45760,1997-03-22,45760
247900,Tuval,Denis,68940,1987-04-07,68940
247900,Tuval,Denis,68940,1985-12-14,68940
247910,Mohan,Merli,46059,1986-09-22,46059
248038,Golgen,Stellhorn,52235,1995-05-09,52235
247919,Volkmar,Piveteau,48862,1985-02-26,48862
247919,Volkmar,Piveteau,48862,1986-05-26,48862
247920,Shunichi,Miculan,40000,1985-07-10,40000
248049,Lunjin,Henseler,40000,1998-03-27,40000
248050,Conrado,Simmen,40000,1989-06-27,40000
247942,Marjo,Merle,63464,1997-09-13,63464
248056,Suzette,Kroha,49021,1991-11-24,49021
248063,Lidong,Genther,56626,1997-08-14,56626
247959,Moni,Piancastelli,40000,1991-10-12,40000
247963,Charlene,Back,40000,1988-10-27,40000
247967,Denny,Varker,49881,1991-01-05,49881
247968,Pintsang,Zweizig,61772,1988-10-04,61772
248063,Lidong,Genther,56626,1999-05-27,56626
