emp_no,first_name,last_name,title,from_date,salary,rn
253260,Isaac,Capobianchi,Senior Staff,1985-02-24,40000,1
253266,Perry,Luft,Senior Staff,1985-09-22,53309,1
253272,Amalendu,Uehara,Senior Staff,1995-09-15,64560,1
253294,DeForest,Cherinka,Senior Engineer,1988-08-23,40000,1
253323,Gilbert,Lieberherr,Engineer,1995-06-11,46236,1
253324,Xiong,Vendrig,Senior Staff,1994-01-07,51274,1
253325,Kristine,Ushiama,Senior Engineer,1992-05-30,40000,1
253340,Val,Broder,Senior Engineer,1999-10-19,51186,1
253346,Parviz,Hedayat,Engineer,1997-01-01,52308,1
253354,Takahito,Hofman,Staff,1991-03-04,74218,1
253359,Gadiel,Terwilliger,Engineer,1997-03-31,41721,1
253381,Berto,Henders,Senior Staff,1988-02-05,40000,1
253402,Guther,Pavlopoulou,Senior Engineer,1996-04-20,56218,1
253410,Teruyuki,Polupanov,Engineer,1985-04-08,40000,1
253415,Tran,Schwaller,Engineer,1987-08-14,40000,1
253417,Irene,Kalorkoti,Senior Staff,1994-01-30,40000,1
253445,Deniz,Maliniak,Engineer,1986-05-05,40000,1
253448,Luigi,Hettesheimer,Senior Engineer,1993-02-14,40000,1
253457,Terresa,Stasinski,Engineer,1985-10-16,40000,1
253462,Menkae,Sooriamurthi,Assistant Engineer,1991-12-30,47475,1
253465,Rayond,Munke,Staff,1998-05-22,51313,1
253469,Rafail,Zeleznik,Senior Engineer,1994-04-05,40000,1
253472,Gianluca,Kusakabe,Staff,1985-06-26,72004,1
253473,Jamaludin,Crooks,Senior Engineer,1995-02-01,40000,1
253487,Henk,Pokrovskii,Engineer,1991-10-15,40000,1
253492,Serge,Carrere,Engineer,2000-03-29,40000,1
253501,Xinan,Gladwell,Staff,1998-07-13,40000,1
253509,Karsten,Kaminger,Senior Staff,2001-12-18,75130,1
253511,Qingxiang,Nitta,Engineer,1990-03-13,56484,1
253514,Apostol,Cannane,Assistant Engineer,1991-08-24,41810,1
253516,Taizo,Poujol,Engineer,1985-11-08,40000,1
253539,Bingning,Varker,Senior Engineer,1987-12-26,55127,1
253549,Tze,Benantar,Senior Staff,1986-02-15,56444,1
253562,Slavian,Sethi,Senior Engineer,1985-09-25,42879,1
253569,Shaowen,Gopalakrishnan,Senior Staff,1992-02-14,46844,1
253571,Tomokazu,Deverell,Assistant Engineer,1993-10-18,43662,1
253572,Sachem,Schoegge,Senior Staff,1986-12-14,40000,1
253579,Jeanna,Biron,Senior Staff,1987-04-21,62646,1
253580,Duri,Suessmith,Engineer,1987-07-05,40000,1
253625,Leif,Pavlopoulou,Senior Staff,1987-09-10,75236,1
253632,Pohua,Bresenham,Senior Staff,1987-07-12,68125,1
253634,Sakthirel,Bellone,Technique Leader,1999-01-27,40000,1
253636,Yucel,Itschner,Senior Staff,1993-03-25,62591,1
253648,Tesuya,Millington,Senior Staff,1999-09-06,69882,1
253650,Remzi,Loncour,Engineer,1997-05-03,49118,1
253652,Jaewon,Hasham,Senior Staff,1986-11-12,61535,1
253657,Mrinalini,Selvestrel,Engineer,1999-02-21,67519,1
253670,Sachin,Conte,Senior Staff,1988-07-03,89680,1
253679,Mingdong,Portugali,Staff,1996-06-27,62731,1
253683,Shaunak,Egerstedt,Senior Staff,1990-12-21,92760,1
253697,Zeydy,Nitto,Engineer,1988-02-23,40000,1
253700,Masasuke,Comyn,Staff,1997-11-11,40000,1
253704,Sven,Belinskaya,Staff,1987-02-22,69171,1
253714,Maria,Aseltine,Senior Staff,1992-10-25,64165,1
253727,Fayez,Pargas,Senior Engineer,1999-06-19,70124,1
253729,Ziyad,Rusterholz,Senior Engineer,1986-06-22,40631,1
253733,Jiang,Rissland,Senior Staff,1987-07-09,49107,1
253745,Krassimir,Adachi,Engineer,1988-09-02,63262,1
253758,Jouni,Calkin,Engineer,1994-09-17,50818,1
253777,Kien,Ravishankar,Senior Staff,1987-03-12,40000,1
253785,Eckart,Smailagic,Senior Staff,1987-02-16,56646,1
253797,Martien,Fabrizio,Senior Staff,1988-01-20,40000,1
253805,Malu,Fargier,Engineer,1985-02-10,57569,1
253820,Jeong,Conry,Engineer,1992-03-31,46350,1
253823,Gaurav,Casley,Senior Engineer,1992-07-14,40000,1
253827,Iara,Khasidashvili,Senior Staff,1987-09-14,49384,1
253828,Shem,Lubachevsky,Senior Staff,1988-02-29,40000,1
253830,Luerbio,Pintelas,Senior Staff,1996-10-20,55901,1
253832,Jixiang,Foong,Technique Leader,1990-09-13,42277,1
253847,Xiaobin,Suermann,Engineer,1988-05-25,53289,1
253848,Seongbae,Einsfeld,Senior Staff,1991-12-14,52046,1
253851,Piyush,Smailagic,Staff,1998-08-21,70555,1
253865,Fox,Hedayat,Assistant Engineer,1998-04-29,40000,1
253866,Reinhard,Reinhart,Senior Engineer,1988-04-06,55652,1
253869,Joydip,Schmiedel,Senior Staff,1988-03-12,48578,1
253896,Mayuri,Akiyama,Senior Staff,1990-01-24,84103,1
253911,Sumant,Siepmann,Engineer,1997-01-06,42855,1
253914,Syozo,DeMori,Engineer,1991-08-09,53856,1
253917,Sachin,Gaughan,Engineer,1986-04-27,41199,1
253928,Abdulla,Oberman,Engineer,1985-03-03,53683,1
253930,KayLiang,Moffat,Engineer,1985-04-14,40000,1
253977,Tonny,Usdin,Engineer,1989-04-19,40000,1
254003,Alenka,Haumacher,Senior Staff,1987-04-12,87386,1
254013,Luise,Luff,Senior Staff,1985-09-28,49959,1
254016,Danel,Bierman,Engineer,1997-06-06,50564,1
254024,Richard,Ernst,Senior Staff,1987-05-02,59695,1
254043,Saddek,Peng,Senior Staff,1995-04-29,40000,1
254053,Heeju,Benantar,Engineer,1987-11-14,52224,1
254065,Kazunori,Azadmanesh,Senior Engineer,1987-09-30,45278,1
254069,Uli,Nishimukai,Engineer,1994-06-18,67748,1
254075,Kazuyasu,Soicher,Senior Staff,1985-06-17,41110,1
254079,Iara,Iacovou,Engineer,1985-10-20,40000,1
254084,Visit,Fiebach,Senior Engineer,1993-12-21,64575,1
254091,Alejandra,Jiang,Senior Staff,1990-08-30,40000,1
254097,Seongbae,Ibel,Engineer,1987-08-09,66484,1
254117,Leen,Andreotta,Engineer,1991-09-08,48181,1
254127,Arfst,Shumilov,Staff,1995-01-04,40000,1
254138,Yechiam,Gammage,Assistant Engineer,1988-11-08,74086,1
254141,Tran,Tramer,Senior Staff,1986-08-17,40000,1
254167,Xianlong,Tibblin,Senior Staff,1988-08-02,59272,1
254188,Larisa,Peltason,Engineer,1987-08-21,48292,1
254190,Baruch,Murrill,Staff,1998-07-20,46530,1
254203,Rutger,Milicic,Senior Staff,1986-08-14,80506,1
254206,Tamiya,Asmuth,Staff,1998-02-24,76338,1
254212,Mayuri,Leijenhorst,Engineer,1996-09-09,52200,1
254223,Geraldo,Vieth,Staff,1999-10-19,74043,1
254236,Ung,Zastre,Engineer,1987-11-16,51843,1
254237,Keung,Slaats,Senior Staff,1990-04-14,58370,1
254241,Anneli,Wursthorn,Senior Engineer,1987-11-08,44902,1
254245,Kshitij,Puppo,Senior Engineer,1987-11-06,52777,1
254247,Van,Furudate,Staff,1986-09-21,106503,1
254270,Pohua,Hiraishi,Senior Staff,1988-11-26,56051,1
254290,Yechezkel,Doering,Senior Staff,1990-09-29,40000,1
254292,Pranas,Eppinger,Senior Staff,1997-05-01,82442,1
254293,Stein,Pardalos,Senior Engineer,1988-12-24,72996,1
254294,Shridhar,Benzaken,Senior Engineer,1986-07-03,40000,1
254325,Khun,Luiz,Technique Leader,1986-02-10,41916,1
254330,Mikhail,Muhling,Staff,1987-01-23,57476,1
254343,Masamitsu,Lenart,Engineer,1999-09-28,40000,1
254347,Zine,Schwaller,Senior Engineer,1995-01-23,42598,1
254354,Martins,Angiulli,Senior Engineer,1995-05-19,51287,1
254366,Brendon,Bazzichi,Senior Staff,1992-07-04,44253,1
254370,Khedija,Schwartzburd,Senior Staff,1987-06-29,62190,1
254394,Mingsen,Garnick,Engineer,1989-08-04,40000,1
254408,Kiyokazu,Pleszkun,Staff,1995-10-13,72168,1
254409,Dante,Gide,Senior Engineer,1986-09-27,51009,1
254412,Akhilish,Vrecion,Senior Engineer,2000-08-03,40000,1
254417,Yurii,Selvestrel,Senior Staff,1986-04-07,72148,1
254418,Huican,Luan,Senior Staff,1985-10-14,40000,1
254436,Huai,Bottner,Senior Staff,1986-04-09,44144,1
254444,Ramya,Buchter,Engineer,1987-01-31,40780,1
254454,Uinam,Ponthieu,Senior Staff,1986-12-05,69829,1
254456,Sanjoy,Openshaw,Engineer,1987-07-09,45936,1
254459,Mart,Gadepally,Engineer,1988-12-01,48159,1
254460,Duke,Poujol,Staff,1998-06-16,41391,1
254464,Kazuhito,Matteis,Senior Staff,1994-01-20,59575,1
254467,Shounak,Honiden,Assistant Engineer,1987-01-17,45641,1
254488,Arvind,Benzaken,Senior Staff,1995-04-11,56628,1
254490,Dayanand,Ranta,Senior Engineer,1994-04-30,59699,1
254499,Hisao,Buescher,Engineer,1987-10-12,62725,1
254502,Valeska,Dalphin,Senior Staff,1995-05-05,68384,1
254516,Aram,Cannata,Engineer,1987-09-17,40000,1
254529,Doowon,Terwilliger,Senior Staff,1992-06-10,40000,1
254552,Geoffry,Doering,Senior Engineer,1998-06-01,65080,1
254563,Boaz,Dulin,Senior Staff,1994-06-28,56737,1
254565,Shakhar,Businaro,Engineer,1987-07-20,40000,1
254593,Goa,Morrin,Senior Staff,1985-12-24,55661,1
254598,Divier,Joslin,Senior Staff,1985-07-23,60264,1
254614,Marjo,Plesums,Senior Staff,1985-09-30,40000,1
254625,Stevo,Shrader,Engineer,2001-01-07,69721,1
254628,Gor,Chiola,Senior Staff,1985-06-05,41606,1
254638,Matt,Peres,Engineer,1989-12-29,82287,1
254647,Irene,Muntz,Senior Staff,1994-09-27,56467,1
254655,Kazuhiko,Waterhouse,Senior Staff,1987-05-18,40000,1
254663,Bernd,Shackell,Engineer,2001-05-16,40000,1
254679,Zeljko,Suermann,Senior Staff,1988-12-31,55414,1
254694,Jaques,Chinen,Senior Staff,1990-01-02,59248,1
254698,Piyawadee,Suri,Engineer,1988-06-24,42764,1
254699,Zsolt,Zumaque,Senior Engineer,1985-09-06,40000,1
254706,Sedat,Detkin,Senior Staff,1992-08-30,89007,1
254713,Hinrich,Sevcikova,Senior Engineer,1987-10-30,40000,1
254759,Sreekrishna,Talmor,Engineer,1991-10-12,40000,1
254767,Khosrow,Merro,Engineer,1987-04-18,40000,1
254775,Serenella,Heinisuo,Senior Staff,1993-03-30,40000,1
254779,Ioana,Wrigley,Senior Staff,1989-09-08,41164,1
254788,Jouko,Merlo,Senior Staff,1985-04-19,53230,1
254789,Mechthild,Kropp,Staff,1995-08-10,74056,1
254798,Takanari,Famili,Senior Staff,1990-04-23,86448,1
254800,Shaowei,Danley,Senior Staff,1991-07-10,51721,1
254814,Tsz,Worfolk,Senior Engineer,1986-07-26,52682,1
254823,Serif,Streit,Senior Staff,1990-11-28,40000,1
254838,Nevio,Schaft,Senior Staff,1989-06-29,67360,1
254851,Huiqun,Randi,Engineer,1988-05-24,40000,1
254861,Alejandro,Yamaashi,Technique Leader,1999-03-16,55675,1
254863,Bluma,Calkin,Engineer,1986-08-03,49842,1
254868,Mohammad,Bakhtari,Engineer,1985-11-19,40000,1
254871,Sverrir,Thiran,Assistant Engineer,1992-09-03,40000,1
254880,Tran,Rassart,Staff,1997-06-21,77640,1
254882,Arunas,Bondorf,Staff,1987-10-10,81936,1
254883,Boalin,Brattka,Senior Staff,1989-03-01,40000,1
254892,Cheong,Milicia,Engineer,1986-11-08,40000,1
254902,Etsuo,Sifakis,Technique Leader,1988-04-09,49031,1
254904,Jayesh,Montresor,Staff,1986-12-19,44900,1
254906,Jessie,Baalen,Senior Engineer,1988-05-18,41348,1
254907,Zhensheng,Boyle,Staff,1994-05-06,76911,1
254923,Doowon,Collavizza,Engineer,1992-09-13,40000,1
254925,Sukumar,Kobara,Staff,1988-10-06,71631,1
254932,Masato,Cannard,Senior Staff,1996-06-07,49274,1
254950,Sachar,Moffat,Engineer,1988-05-03,46725,1
254957,Val,Lores,Engineer,1998-02-25,62767,1
254959,Sukumar,Kitai,Senior Engineer,1989-03-25,58140,1
254963,Neven,Bharadwaj,Senior Engineer,1987-05-10,48955,1
254965,Ramya,England,Senior Engineer,1992-08-07,40000,1
254985,Maha,Casperson,Engineer,1985-06-24,40000,1
255004,Selwyn,Coorg,Senior Engineer,1989-05-22,48894,1
255007,Vesna,Radhakrishnan,Engineer,1989-05-07,40000,1
255010,Taiji,Denis,Engineer,1998-01-06,67867,1
255011,Howell,Gips,Senior Engineer,2000-05-02,40000,1
255012,Eberhardt,Gischer,Senior Staff,1987-01-31,40000,1
255018,Chiradeep,Matzke,Engineer,1987-08-29,40000,1
255030,Genevieve,Kadhim,Senior Staff,1987-07-14,40851,1
255044,Kwee,Conry,Staff,1998-06-27,86810,1
255053,Urs,Bolsens,Engineer,1988-11-20,72928,1
255055,Masato,Oxman,Engineer,1991-08-03,63631,1
255057,Ramya,Angel,Senior Engineer,1993-02-04,40000,1
255059,Tse,Kawashima,Engineer,1997-11-01,40000,1
255092,Jenwei,Sinicrope,Senior Staff,1999-02-14,47626,1
255115,DAIDA,Gulla,Senior Staff,1987-01-31,40000,1
255132,Yifei,Turnbull,Senior Staff,1999-11-16,52383,1
255143,Jessie,Bierman,Senior Staff,1985-07-23,64627,1
255144,Pranjal,Perelgut,Senior Engineer,1986-07-21,60582,1
255151,Rasiah,Reghbati,Senior Staff,1994-08-28,53248,1
255154,Susanna,Androutsos,Engineer,1995-02-13,56696,1
255156,Constantino,Barvinok,Technique Leader,1986-03-14,40000,1
255157,Saeed,Zlotek,Assistant Engineer,1998-10-28,40000,1
255168,Ziva,Ananiadou,Senior Staff,1986-10-09,85000,1
255171,Chriss,Gist,Senior Staff,1986-08-31,63091,1
255177,Valeri,Baca,Senior Engineer,1985-10-13,40000,1
255220,Kwangsub,Renear,Senior Staff,1998-10-20,40000,1
255225,Jiang,Irland,Senior Staff,1985-03-27,73104,1
255242,Doowon,Pelz,Engineer,1990-01-03,43627,1
255247,Taisook,Seghrouchni,Senior Staff,1997-09-03,56474,1
255248,Rosita,Pellegrinelli,Engineer,1990-05-23,62285,1
255282,Sumant,Aamodt,Assistant Engineer,1995-05-07,40000,1
255291,Vesna,England,Assistant Engineer,1987-09-28,48459,1
255308,Francesca,Gronowski,Staff,1999-10-03,92920,1
255313,Leucio,Suri,Senior Staff,1988-03-29,63312,1
255318,Uma,Thimonier,Senior Staff,1995-07-24,80871,1
255332,Bezalel,Maksimenko,Senior Staff,1994-02-13,40000,1
255338,Fei,Veeraraghavan,Engineer,1986-07-06,50435,1
255339,Leni,Hitomi,Engineer,1988-11-19,47424,1
255357,Siddarth,Clouatre,Staff,2001-07-07,87822,1
255361,Aamer,Spell,Assistant Engineer,1995-08-21,40000,1
255397,Augustine,Guenter,Assistant Engineer,1993-01-23,40000,1
255400,Alair,Yetto,Engineer,1997-12-05,59347,1
255403,Yuqun,Goldhammer,Staff,1998-10-24,63736,1
255407,Brewster,Strehl,Engineer,1988-10-22,63628,1
255424,Vishwani,Jenevein,Senior Engineer,1986-10-28,40000,1
255432,Niranjan,Rajaraman,Senior Engineer,1988-12-15,40000,1
255456,Aleksandar,Tibblin,Staff,1994-04-30,86526,1
255464,Visit,Kragelund,Engineer,1986-02-12,42550,1
255467,Hugh,Geffroy,Senior Staff,1986-11-26,69154,1
255499,Dannz,Engelmann,Senior Staff,1997-06-30,72737,1
255517,Niranjan,Schade,Staff,1986-01-16,73791,1
255534,Kauko,Ananiadou,Senior Staff,1985-08-08,47081,1
255535,Visit,Panwar,Senior Engineer,1990-04-10,40000,1
255546,Froduald,Kroll,Staff,1998-03-28,74324,1
255556,Hironoby,Kavanagh,Staff,1996-10-30,40990,1
255579,Baoqiu,Birta,Senior Engineer,1996-12-03,44666,1
255598,Bernardo,Bugaenko,Engineer,1988-09-18,64344,1
255610,Abdulah,Paciorek,Engineer,1988-11-20,68475,1
255611,Hideyuki,Pell,Engineer,2001-04-23,40000,1
255612,Kotesh,Bisiani,Senior Staff,1988-01-10,63944,1
255620,Mani,Tiemann,Staff,1997-10-15,84391,1
255630,Kensei,Takkinen,Senior Staff,1995-02-13,50650,1
255636,Itzchak,Docker,Senior Staff,1990-12-24,52970,1
255641,Randy,Bahi,Technique Leader,1987-05-20,60548,1
255647,Akemi,Smailagic,Technique Leader,1992-07-21,40000,1
255668,Lokesh,Pashtan,Senior Staff,1991-01-21,59879,1
255673,Yinlin,Crooks,Assistant Engineer,1987-04-29,40000,1
255679,Lansing,Garnick,Staff,1988-08-15,43688,1
255686,Clyde,Peral,Senior Engineer,1987-07-19,40000,1
255711,Duangkaew,Erie,Engineer,1994-11-23,40000,1
255715,Weicheng,Molberg,Senior Staff,1986-01-25,49726,1
255717,Hein,Walstra,Senior Staff,1988-12-08,71882,1
255741,Jacopo,Terwilliger,Senior Staff,1988-09-01,40000,1
255768,Yuuichi,Plavsic,Staff,1986-02-10,70968,1
255773,Ingemar,Emden,Senior Staff,1992-08-23,72566,1
255774,Taiji,Lagarias,Senior Engineer,1988-10-09,71428,1
255778,Manton,Rodier,Engineer,1987-09-15,59695,1
255795,Sashi,Godskesen,Assistant Engineer,1997-06-24,40000,1
255807,Mingzeng,Kleiser,Senior Staff,1991-06-05,40000,1
255828,Akemi,Kilgore,Engineer,1992-03-20,40752,1
255834,Brendon,Biros,Technique Leader,1992-01-17,40000,1
255836,Pranjal,Nollmann,Technique Leader,1992-04-21,48909,1
255837,Shigeo,Neimat,Engineer,1998-02-11,54703,1
255858,Monique,Marzano,Staff,1996-09-05,81471,1
255877,Shao,Spinelli,Technique Leader,1996-03-11,66311,1
255893,Jordanka,Showalter,Engineer,1988-05-06,40000,1
255894,Nimmagadda,Stemann,Senior Staff,1991-05-11,57220,1
255895,Moto,Hennebert,Engineer,1986-06-06,64698,1
255902,Elvia,Businaro,Engineer,1985-12-16,68110,1
255908,Ashish,Farris,Engineer,1992-12-24,62301,1
255911,Bingning,Gladwell,Senior Engineer,1986-07-15,40591,1
255913,Ibibia,Hofman,Senior Engineer,1997-11-05,60037,1
255914,Vivian,Hutton,Senior Staff,1989-02-13,66251,1
255925,Gaetan,Berztiss,Engineer,1999-09-22,52710,1
255928,Tiina,Czaja,Engineer,1988-03-07,44560,1
255933,Cheong,Swen,Senior Staff,1991-06-13,40000,1
255934,Mantis,Fabrizio,Senior Staff,1988-12-02,56682,1
255943,Gao,Cummings,Engineer,1986-11-28,64673,1
255961,Harngdar,Kopetz,Senior Staff,1985-03-30,76019,1
255962,Selwyn,Malabarba,Engineer,1992-02-15,84218,1
255965,Kolar,Cooke,Engineer,1999-12-15,61396,1
255966,Shay,McFarlin,Senior Staff,1986-06-09,47677,1
255971,Xianlong,Beilner,Senior Staff,1988-08-12,61645,1
255984,Stein,Kulisch,Senior Engineer,1986-06-11,40000,1
255989,Srinidhi,Couchot,Assistant Engineer,1991-03-28,47903,1
255991,Sashi,Boreale,Assistant Engineer,1992-12-18,55979,1
255997,Ugo,Cincotta,Engineer,1999-01-02,40000,1
256001,Achilleas,Luby,Senior Staff,1986-03-21,55732,1
256013,Visit,Nitto,Senior Staff,1987-10-31,46459,1
256028,Barna,Mandell,Engineer,1988-02-27,40000,1
256041,Yishay,Tomescu,Senior Engineer,1991-07-24,50027,1
256057,Shem,Khamsi,Senior Staff,1986-05-19,66862,1
256061,Shiv,Karner,Staff,1986-07-08,82060,1
256099,Kersti,Alencar,Engineer,1987-12-19,46302,1
256113,Snehasis,Vecchio,Engineer,1989-07-19,60294,1
256116,Erzsebet,Walstra,Engineer,1987-12-26,56581,1
256121,Katsuyuki,Pollacia,Senior Staff,1985-06-25,55385,1
256137,Beshir,Kamble,Staff,1999-04-11,78973,1
256149,Tonia,Hiltgen,Senior Staff,1990-12-09,40000,1
256163,Lakshmi,Mamelak,Senior Staff,1985-04-24,40000,1
256167,Mahendra,Kenevan,Senior Engineer,1986-01-06,48208,1
256169,Fox,Prochazka,Staff,1997-09-16,41857,1
256172,Arvin,Arlazarov,Senior Engineer,1988-09-05,54179,1
256175,Hidefumi,Tokunaga,Engineer,1987-02-16,40000,1
256179,Barun,Ginneken,Engineer,1996-10-09,56108,1
256189,Kellyn,Reghbati,Staff,1987-07-30,56755,1
256213,Shichao,Pileggi,Assistant Engineer,1998-06-13,40000,1
256235,Oguz,Halevi,Senior Staff,1986-01-28,72421,1
256241,Brigham,Uludag,Senior Staff,1989-07-06,65494,1
256253,Constantino,Bojadziev,Engineer,1997-10-14,44158,1
256256,Sachem,Siprelle,Senior Engineer,1987-05-22,40000,1
256277,Khaled,Genther,Staff,1995-08-31,42643,1
256299,Chikako,Middleton,Senior Staff,1986-05-16,58177,1
256300,Toshiko,Garnier,Senior Engineer,1988-02-19,62401,1
256302,Hercules,Zallocco,Engineer,1998-01-01,68321,1
256320,Visit,Erva,Senior Engineer,1999-04-23,40000,1
256335,Flemming,Baba,Engineer,1986-02-12,40000,1
256341,Parke,Candan,Senior Staff,1987-12-25,63793,1
256342,Barton,Picaronny,Senior Staff,1985-05-23,62998,1
256361,Jaideep,Peltason,Senior Engineer,1988-07-10,48901,1
256391,Danai,Range,Engineer,1988-05-12,47759,1
256394,Takahiro,Tagansky,Engineer,1997-07-05,47053,1
256403,Tua,Mattern,Senior Engineer,1985-09-06,44299,1
256407,Boaz,Mawatari,Senior Staff,1993-06-09,44973,1
256408,Ortrud,Pollacia,Technique Leader,1985-07-22,40000,1
256416,Oksana,Beutelspacher,Staff,1988-02-20,63257,1
256429,Takahiro,Kaiserswerth,Senior Engineer,2002-05-05,40000,1
256431,Lena,Schiettecatte,Senior Staff,1992-11-24,55925,1
256440,Jenwei,Merey,Senior Engineer,1985-08-10,46452,1
256443,Lorien,Geffroy,Senior Staff,1993-08-04,74978,1
256444,Quingbo,Vingron,Senior Engineer,1990-09-08,53441,1
256459,Claudi,Ranum,Senior Staff,1987-06-21,81131,1
256461,Khedija,Muniz,Senior Staff,1986-11-29,76081,1
256466,Constantine,Brodie,Staff,1997-10-03,95493,1
256468,Bernice,Grospietsch,Engineer,1999-04-17,40000,1
256480,Demos,Ghemri,Senior Engineer,2000-06-21,51574,1
256484,Fayez,Randi,Senior Staff,1991-12-28,40000,1
256494,Kitty,Champarnaud,Senior Staff,1988-02-20,60199,1
256521,Bangqing,Kampfer,Senior Staff,1987-02-23,62755,1
256532,Percy,Benner,Senior Engineer,1986-11-21,52412,1
256535,Yechiam,Danecki,Senior Staff,1987-12-15,40000,1
256536,Conor,Haumacher,Senior Staff,1987-08-25,40000,1
256544,Nirmal,Gide,Engineer,1986-05-22,68952,1
256551,Jaewoo,Peroz,Engineer,1988-02-13,51903,1
256576,Kolar,Boudaillier,Senior Staff,1987-06-05,50817,1
256583,Fatemeh,Servi,Senior Engineer,1995-08-01,53571,1
256611,Godehard,Lally,Senior Engineer,1987-10-19,49510,1
256617,Mohan,Alameldin,Senior Engineer,1986-11-21,41602,1
256626,Yurii,Fortenbacher,Technique Leader,1996-01-18,40000,1
256629,Toong,Jiang,Engineer,1987-11-12,40000,1
256632,Qunsheng,Vingron,Engineer,1987-09-26,40000,1
256636,Mayuri,Hoppenstand,Engineer,1990-04-06,47663,1
256637,Udi,Madeira,Senior Staff,1989-08-27,70359,1
256648,Muzhong,Binkley,Senior Staff,1985-03-29,74697,1
256657,Terresa,Baumann,Senior Staff,1995-03-29,57618,1
256661,Moriyoshi,Talmor,Senior Engineer,1988-10-13,41450,1
256664,Alejandra,Poupard,Senior Staff,1987-03-08,85672,1
256678,Quingbo,Gustavson,Senior Staff,1998-11-26,57161,1
256682,Troy,Imataki,Engineer,1999-11-06,43532,1
256701,Chikako,Veevers,Engineer,1988-07-10,40000,1
256702,Uli,Murrill,Senior Staff,1987-11-22,40000,1
256707,Breannda,Bain,Senior Staff,1987-08-16,78680,1
256727,Marin,Glowinski,Senior Staff,1989-06-13,50335,1
256728,Sajjan,Huxford,Senior Staff,1988-10-29,64478,1
256740,Marsal,Vanwelkenhuysen,Engineer,1985-05-02,40000,1
256743,King,Bhattacharjee,Engineer,1986-03-25,40000,1
256751,Boutros,Morris,Engineer,1991-03-06,45303,1
256764,Shirish,Merks,Staff,1988-04-15,40000,1
256769,Shiv,Barbanera,Senior Staff,1986-05-30,85369,1
256772,Hiroyasu,Malinowski,Senior Staff,1986-07-05,55199,1
256783,Gonzalo,Bail,Engineer,1995-02-11,66157,1
256792,Kerryn,Merli,Senior Staff,1987-09-29,93413,1
256823,Divier,Bolsens,Assistant Engineer,1987-12-24,40000,1
256828,Wilmer,Ramaiah,Senior Staff,1985-09-01,40000,1
256834,Guozhong,Eickenmeyer,Technique Leader,1993-07-04,40000,1
256835,Ranga,Hofstetter,Engineer,1993-06-14,40000,1
256840,Bartek,Navazio,Senior Engineer,2002-04-30,51810,1
256852,Shir,Tanemo,Senior Staff,1994-06-17,61271,1
256858,Fuqing,Strooper,Engineer,1986-01-22,40781,1
256863,Jahangir,Leonhardt,Engineer,1985-09-12,48703,1
256874,Rimli,Takanami,Senior Staff,1988-09-28,40000,1
256916,Suebskul,Anido,Senior Engineer,1987-12-24,55134,1
256919,Suebskul,Crouzet,Senior Staff,1988-09-14,40000,1
256920,Martial,Salinas,Senior Staff,1997-04-04,40000,1
256929,Gadiel,Anguita,Staff,1995-09-06,50357,1
256936,Maha,Redmiles,Engineer,1986-10-02,40000,1
256956,Golgen,Unno,Senior Engineer,1991-06-19,44349,1
256961,Aksel,Farrar,Engineer,1988-06-20,56341,1
256969,Kazuhisa,Keohane,Senior Engineer,1992-03-24,45605,1
256993,Martijn,Laurillard,Engineer,1999-02-16,58729,1
257004,Godehard,Lowrie,Senior Engineer,1994-05-07,40000,1
257009,Jasminko,Zschoche,Engineer,1985-11-08,66665,1
257017,Margo,Rousseau,Technique Leader,1998-02-05,47352,1
257051,Remzi,Norsworthy,Senior Staff,1992-09-26,78632,1
257053,Nimmagadda,Emiris,Senior Staff,1992-07-08,68397,1
257073,Kagan,Schaar,Senior Staff,1988-12-03,40191,1
257078,Boaz,Siepmann,Assistant Engineer,1990-01-24,40000,1
257086,Xiaocheng,Ghalwash,Engineer,1985-03-23,57585,1
257097,Sudharsan,Zielinski,Assistant Engineer,1986-07-22,40000,1
257099,Nevin,Swan,Senior Staff,1996-08-09,49711,1
257103,Rildo,Fabrizio,Staff,1997-03-01,40000,1
257127,Itzchak,Camarinopoulos,Senior Engineer,1993-07-01,40000,1
257133,Jenwei,Gill,Staff,1986-04-05,40000,1
257152,Phillip,Rosenbaum,Engineer,1986-05-30,40000,1
257154,Kazuhiro,Vrecion,Senior Staff,1989-03-30,63408,1
257189,Arlette,Tischendorf,Senior Engineer,1989-02-23,40000,1
257200,Satosi,Cromarty,Senior Staff,1987-08-21,40000,1
257205,Menkae,Heydon,Staff,1987-03-25,64166,1
257209,Tamiya,Huhdanpaa,Engineer,1987-07-15,40000,1
257217,Arco,Horswill,Senior Staff,1987-02-03,56645,1
257235,Serap,Suomi,Senior Engineer,1988-07-09,41879,1
257262,Geraldo,Cusworth,Engineer,1998-12-11,62316,1
257264,Zhigen,Michaels,Senior Staff,1986-04-22,42573,1
257269,Rimon,Collette,Senior Staff,1985-07-05,77486,1
257270,Tomokazu,Muhlberg,Senior Engineer,1990-04-26,40000,1
257274,Yagil,Perfilyeva,Engineer,1996-06-17,40000,1
257300,Nimmagadda,Taubenfeld,Senior Staff,1987-06-12,85537,1
257301,Zhenhua,Kampfer,Senior Staff,1992-02-23,79075,1
257302,Breannda,Steinauer,Staff,1988-01-10,52753,1
257311,Bernardo,Cooke,Senior Staff,1995-09-12,66997,1
